,fdc_id,data_type,description,food_category_id,publication_date
3401,2344161,survey_fndds_food,"White pizza, cheese, thick crust",,2022-10-28
3402,2344162,survey_fndds_food,"White pizza, cheese, with vegetables, thin crust",,2022-10-28
3403,2344163,survey_fndds_food,"White pizza, cheese, with vegetables, thick crust",,2022-10-28
3404,2344164,survey_fndds_food,"White pizza, cheese, with meat, thin crust",,2022-10-28
3405,2344165,survey_fndds_food,"White pizza, cheese, with meat, thick crust",,2022-10-28
3406,2344166,survey_fndds_food,"White pizza, cheese, with meat and vegetables, thin crust",,2022-10-28
3407,2344167,survey_fndds_food,"White pizza, cheese, with meat and vegetables, thick crust",,2022-10-28
3408,2344168,survey_fndds_food,"Calzone, with cheese, meatless",,2022-10-28
3409,2344169,survey_fndds_food,"Calzone, with meat and cheese",,2022-10-28
3410,2344170,survey_fndds_food,Pizza rolls,,2022-10-28
3411,2344171,survey_fndds_food,"Pizza, cheese, whole wheat thin crust",,2022-10-28
3412,2344172,survey_fndds_food,"Pizza, cheese, whole wheat thick crust",,2022-10-28
3413,2344173,survey_fndds_food,"Pizza, with meat, whole wheat thin crust",,2022-10-28
3414,2344174,survey_fndds_food,"Pizza, with meat, whole wheat thick crust",,2022-10-28
3415,2344175,survey_fndds_food,"Pizza, cheese and vegetables, whole wheat thin crust",,2022-10-28
3416,2344176,survey_fndds_food,"Pizza, cheese and vegetables, whole wheat thick crust",,2022-10-28
3417,2344177,survey_fndds_food,"Pizza, cheese, gluten-free thin crust",,2022-10-28
3418,2344178,survey_fndds_food,"Pizza, cheese, gluten-free thick crust",,2022-10-28
3419,2344179,survey_fndds_food,"Pizza, with meat, gluten-free thin crust",,2022-10-28
3420,2344180,survey_fndds_food,"Pizza, with meat, gluten-free thick crust",,2022-10-28
3421,2344181,survey_fndds_food,"Pizza, cheese and vegetables, gluten-free thin crust",,2022-10-28
3422,2344182,survey_fndds_food,"Pizza, cheese and vegetables, gluten-free thick crust",,2022-10-28
3423,2344183,survey_fndds_food,Breakfast pizza with egg,,2022-10-28
3424,2344184,survey_fndds_food,"Egg roll, meatless",,2022-10-28
3425,2344185,survey_fndds_food,"Egg roll, with shrimp",,2022-10-28
3431,2344191,survey_fndds_food,"Puffs, fried, crab meat and cream cheese filled",,2022-10-28
3433,2344193,survey_fndds_food,"Empanada, NFS",,2022-10-28
3434,2344194,survey_fndds_food,"Empanada, no meat",,2022-10-28
3435,2344195,survey_fndds_food,"Empanada, beef",,2022-10-28
3436,2344196,survey_fndds_food,"Empanada, beef, with vegetables",,2022-10-28
3437,2344197,survey_fndds_food,"Empanada, chicken",,2022-10-28
3438,2344198,survey_fndds_food,"Empanada, chicken, with vegetables",,2022-10-28
3440,2344200,survey_fndds_food,"Kibby, Puerto Rican style",,2022-10-28
3441,2344201,survey_fndds_food,Bacalaitos fritos,,2022-10-28
3442,2344202,survey_fndds_food,"Hayacas, Puerto Rican style",,2022-10-28
3443,2344203,survey_fndds_food,"Crepe, with meat",,2022-10-28
3444,2344204,survey_fndds_food,Pierogi,,2022-10-28
3445,2344205,survey_fndds_food,"Gnocchi, cheese",,2022-10-28
3446,2344206,survey_fndds_food,"Gnocchi, potato",,2022-10-28
3447,2344207,survey_fndds_food,Knish,,2022-10-28
3448,2344208,survey_fndds_food,Bao bun,,2022-10-28
3449,2344209,survey_fndds_food,"Bao bun, no meat",,2022-10-28
3450,2344210,survey_fndds_food,"Pastry, cheese-filled",,2022-10-28
3451,2344211,survey_fndds_food,"Pastry, egg and cheese filled",,2022-10-28
3452,2344212,survey_fndds_food,"Pastry, meat / poultry-filled",,2022-10-28
3453,2344213,survey_fndds_food,Spanakopita,,2022-10-28
3454,2344214,survey_fndds_food,Samosa,,2022-10-28
3456,2344216,survey_fndds_food,"Spinach quiche, meatless",,2022-10-28
3457,2344217,survey_fndds_food,"Cheese quiche, meatless",,2022-10-28
3465,2344225,survey_fndds_food,"Turnover, seafood",,2022-10-28
3468,2344228,survey_fndds_food,Biscuit with gravy,,2022-10-28
3471,2344231,survey_fndds_food,Dressing with oysters,,2022-10-28
3473,2344233,survey_fndds_food,Dressing with meat and vegetables,,2022-10-28
3474,2344234,survey_fndds_food,Lasagna with meat,,2022-10-28
3475,2344235,survey_fndds_food,"Lasagna with meat, canned",,2022-10-28
3476,2344236,survey_fndds_food,"Lasagna with meat, from restaurant",,2022-10-28
3477,2344237,survey_fndds_food,"Lasagna with meat, home recipe",,2022-10-28
3478,2344238,survey_fndds_food,"Lasagna with meat, frozen",,2022-10-28
3479,2344239,survey_fndds_food,Lasagna with meat and spinach,,2022-10-28
3482,2344242,survey_fndds_food,"Lasagna, meatless",,2022-10-28
3483,2344243,survey_fndds_food,"Lasagna, meatless, with vegetables",,2022-10-28
3484,2344244,survey_fndds_food,"Ravioli, NS as to filling, no sauce",,2022-10-28
3485,2344245,survey_fndds_food,"Ravioli, NS as to filling, with tomato sauce",,2022-10-28
3486,2344246,survey_fndds_food,"Ravioli, NS as to filling, with cream sauce",,2022-10-28
3487,2344247,survey_fndds_food,"Ravioli, meat-filled, no sauce",,2022-10-28
3490,2344250,survey_fndds_food,"Ravioli, meat-filled, with cream sauce",,2022-10-28
3491,2344251,survey_fndds_food,"Ravioli, cheese-filled, no sauce",,2022-10-28
3492,2344252,survey_fndds_food,"Ravioli, cheese-filled, with tomato sauce",,2022-10-28
3493,2344253,survey_fndds_food,"Ravioli, cheese-filled, with tomato sauce, canned",,2022-10-28
3494,2344254,survey_fndds_food,"Ravioli, cheese-filled, with meat sauce",,2022-10-28
3495,2344255,survey_fndds_food,"Ravioli, cheese-filled, with cream sauce",,2022-10-28
3496,2344256,survey_fndds_food,"Ravioli, cheese and spinach-filled, no sauce",,2022-10-28
3497,2344257,survey_fndds_food,"Ravioli, cheese and spinach-filled, with cream sauce",,2022-10-28
3498,2344258,survey_fndds_food,"Ravioli, cheese and spinach filled, with tomato sauce",,2022-10-28
3499,2344259,survey_fndds_food,"Manicotti, cheese-filled, no sauce",,2022-10-28
3500,2344260,survey_fndds_food,"Manicotti, cheese-filled, with tomato sauce, meatless",,2022-10-28
3501,2344261,survey_fndds_food,"Manicotti, cheese-filled, with meat sauce",,2022-10-28
3502,2344262,survey_fndds_food,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless",,2022-10-28
3503,2344263,survey_fndds_food,"Stuffed shells, cheese-filled, no sauce",,2022-10-28
3504,2344264,survey_fndds_food,"Stuffed shells, cheese-filled, with tomato sauce, meatless",,2022-10-28
3505,2344265,survey_fndds_food,"Stuffed shells, cheese-filled, with meat sauce",,2022-10-28
3506,2344266,survey_fndds_food,"Stuffed shells, cheese- and spinach- filled, no sauce",,2022-10-28
3507,2344267,survey_fndds_food,"Stuffed shells, with chicken, with tomato sauce",,2022-10-28
3519,2344279,survey_fndds_food,"Cannelloni, cheese- and spinach-filled, no sauce",,2022-10-28
3520,2344280,survey_fndds_food,Chow fun noodles with meat and vegetables,,2022-10-28
3521,2344281,survey_fndds_food,"Chow fun noodles with vegetables, meatless",,2022-10-28
3522,2344282,survey_fndds_food,"Lo mein, NFS",,2022-10-28
3523,2344283,survey_fndds_food,"Lo mein, meatless",,2022-10-28
3524,2344284,survey_fndds_food,"Lo mein, with shrimp",,2022-10-28
3526,2344286,survey_fndds_food,"Lo mein, with beef",,2022-10-28
3527,2344287,survey_fndds_food,"Lo mein, with chicken",,2022-10-28
3528,2344288,survey_fndds_food,"Pad Thai, NFS",,2022-10-28
3529,2344289,survey_fndds_food,"Pad Thai, meatless",,2022-10-28
3530,2344290,survey_fndds_food,Pad Thai with chicken,,2022-10-28
3531,2344291,survey_fndds_food,Pad Thai with seafood,,2022-10-28
3532,2344292,survey_fndds_food,Pad Thai with meat,,2022-10-28
3533,2344293,survey_fndds_food,"Adobo, with noodles",,2022-10-28
3535,2344295,survey_fndds_food,"Macaroni with tuna, Puerto Rican style",,2022-10-28
3550,2344310,survey_fndds_food,"Pasta with tomato-based sauce, cheese and meat",,2022-10-28
3551,2344311,survey_fndds_food,Pasta with tomato-based sauce and cheese,,2022-10-28
3553,2344313,survey_fndds_food,"Pasta with sauce, NFS",,2022-10-28
3554,2344314,survey_fndds_food,"Pasta with sauce, meatless, school lunch",,2022-10-28
3555,2344315,survey_fndds_food,"Pasta with tomato-based sauce, restaurant",,2022-10-28
3556,2344316,survey_fndds_food,"Pasta with tomato-based sauce, home recipe",,2022-10-28
3557,2344317,survey_fndds_food,"Pasta with tomato-based sauce, ready-to-heat",,2022-10-28
3558,2344318,survey_fndds_food,"Pasta with tomato-based sauce, and added vegetables, restaurant",,2022-10-28
3559,2344319,survey_fndds_food,"Pasta with tomato-based sauce, and added vegetables, home recipe",,2022-10-28
3560,2344320,survey_fndds_food,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat",,2022-10-28
3561,2344321,survey_fndds_food,"Pasta with sauce and meat, from school lunch",,2022-10-28
3562,2344322,survey_fndds_food,"Pasta with tomato-based sauce and meat, restaurant",,2022-10-28
3563,2344323,survey_fndds_food,"Pasta with tomato-based sauce and meat, home recipe",,2022-10-28
3564,2344324,survey_fndds_food,"Pasta with tomato-based sauce and meat, ready-to-heat",,2022-10-28
3565,2344325,survey_fndds_food,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant",,2022-10-28
3566,2344326,survey_fndds_food,"Pasta with tomato-based sauce, meat, and added vegetables, home recipe",,2022-10-28
3567,2344327,survey_fndds_food,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat",,2022-10-28
3568,2344328,survey_fndds_food,"Pasta with tomato-based sauce and poultry, restaurant",,2022-10-28
3569,2344329,survey_fndds_food,"Pasta with tomato-based sauce and poultry, home recipe",,2022-10-28
3570,2344330,survey_fndds_food,"Pasta with tomato-based sauce and poultry, ready-to-heat",,2022-10-28
3571,2344331,survey_fndds_food,"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant",,2022-10-28
3572,2344332,survey_fndds_food,"Pasta with tomato-based sauce, poultry, and added vegetables, home recipe",,2022-10-28
3573,2344333,survey_fndds_food,"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat",,2022-10-28
3574,2344334,survey_fndds_food,"Pasta with tomato-based sauce and seafood, restaurant",,2022-10-28
3575,2344335,survey_fndds_food,"Pasta with tomato-based sauce and seafood, home recipe",,2022-10-28
3576,2344336,survey_fndds_food,"Pasta with tomato-based sauce and seafood, ready-to-heat",,2022-10-28
3577,2344337,survey_fndds_food,"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant",,2022-10-28
3578,2344338,survey_fndds_food,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",,2022-10-28
3579,2344339,survey_fndds_food,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",,2022-10-28
3580,2344340,survey_fndds_food,"Pasta with cream sauce, restaurant",,2022-10-28
3581,2344341,survey_fndds_food,"Pasta with cream sauce, home recipe",,2022-10-28
3582,2344342,survey_fndds_food,"Pasta with cream sauce, ready-to-heat",,2022-10-28
3583,2344343,survey_fndds_food,"Pasta with cream sauce and added vegetables, restaurant",,2022-10-28
3584,2344344,survey_fndds_food,"Pasta with cream sauce and added vegetables, from home recipe",,2022-10-28
3585,2344345,survey_fndds_food,"Pasta with cream sauce and added vegetables, ready-to-heat",,2022-10-28
3586,2344346,survey_fndds_food,"Pasta with cream sauce and meat, restaurant",,2022-10-28
3587,2344347,survey_fndds_food,"Pasta with cream sauce and meat, home recipe",,2022-10-28
3588,2344348,survey_fndds_food,"Pasta with cream sauce and meat, ready-to-heat",,2022-10-28
3589,2344349,survey_fndds_food,"Pasta with cream sauce, meat, and added vegetables, restaurant",,2022-10-28
3590,2344350,survey_fndds_food,"Pasta with cream sauce, meat, and added vegetables, home recipe",,2022-10-28
3591,2344351,survey_fndds_food,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",,2022-10-28
3592,2344352,survey_fndds_food,"Pasta with cream sauce and poultry, restaurant",,2022-10-28
3593,2344353,survey_fndds_food,"Pasta with cream sauce and poultry, home recipe",,2022-10-28
3594,2344354,survey_fndds_food,"Pasta with cream sauce and poultry, ready-to-heat",,2022-10-28
3595,2344355,survey_fndds_food,"Pasta with cream sauce, poultry, and added vegetables, restaurant",,2022-10-28
3596,2344356,survey_fndds_food,"Pasta with cream sauce, poultry, and added vegetables, home recipe",,2022-10-28
3597,2344357,survey_fndds_food,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",,2022-10-28
3598,2344358,survey_fndds_food,"Pasta with cream sauce and seafood, restaurant",,2022-10-28
3599,2344359,survey_fndds_food,"Pasta with cream sauce and seafood, home recipe",,2022-10-28
3600,2344360,survey_fndds_food,"Pasta with cream sauce and seafood, ready-to-heat",,2022-10-28
3601,2344361,survey_fndds_food,"Pasta with cream sauce, seafood, and added vegetables, restaurant",,2022-10-28
3602,2344362,survey_fndds_food,"Pasta with cream sauce, seafood, and added vegetables, home recipe",,2022-10-28
3603,2344363,survey_fndds_food,"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",,2022-10-28
3604,2344364,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, restaurant",,2022-10-28
3605,2344365,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, home recipe",,2022-10-28
3606,2344366,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, ready-to-heat",,2022-10-28
3607,2344367,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant",,2022-10-28
3608,2344368,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe",,2022-10-28
3609,2344369,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",,2022-10-28
3610,2344370,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and meat, restaurant",,2022-10-28
3611,2344371,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and meat, home recipe",,2022-10-28
3612,2344372,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",,2022-10-28
3613,2344373,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant",,2022-10-28
3614,2344374,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe",,2022-10-28
3615,2344375,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",,2022-10-28
3616,2344376,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and poultry, restaurant",,2022-10-28
3617,2344377,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and poultry, home recipe",,2022-10-28
3618,2344378,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",,2022-10-28
3619,2344379,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant",,2022-10-28
3620,2344380,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe",,2022-10-28
3621,2344381,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",,2022-10-28
3622,2344382,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",,2022-10-28
3623,2344383,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",,2022-10-28
3624,2344384,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",,2022-10-28
3625,2344385,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",,2022-10-28
3626,2344386,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",,2022-10-28
3627,2344387,survey_fndds_food,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",,2022-10-28
3628,2344388,survey_fndds_food,"Pasta, whole grain, with cream sauce, restaurant",,2022-10-28
3629,2344389,survey_fndds_food,"Pasta, whole grain, with cream sauce, home recipe",,2022-10-28
3630,2344390,survey_fndds_food,"Pasta, whole grain, with cream sauce, ready-to-heat",,2022-10-28
3631,2344391,survey_fndds_food,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant",,2022-10-28
3632,2344392,survey_fndds_food,"Pasta, whole grain, with cream sauce, and added vegetables, home recipe",,2022-10-28
3633,2344393,survey_fndds_food,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",,2022-10-28
3634,2344394,survey_fndds_food,"Pasta, whole grain, with cream sauce and meat, restaurant",,2022-10-28
3635,2344395,survey_fndds_food,"Pasta, whole grain, with cream sauce and meat, home recipe",,2022-10-28
3636,2344396,survey_fndds_food,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",,2022-10-28
3637,2344397,survey_fndds_food,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant",,2022-10-28
3638,2344398,survey_fndds_food,"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe",,2022-10-28
3639,2344399,survey_fndds_food,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",,2022-10-28
3640,2344400,survey_fndds_food,"Pasta, whole grain, with cream sauce and poultry, restaurant",,2022-10-28
3641,2344401,survey_fndds_food,"Pasta, whole grain, with cream sauce and poultry, home recipe",,2022-10-28
3642,2344402,survey_fndds_food,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",,2022-10-28
3643,2344403,survey_fndds_food,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant",,2022-10-28
3644,2344404,survey_fndds_food,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe",,2022-10-28
3645,2344405,survey_fndds_food,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",,2022-10-28
3646,2344406,survey_fndds_food,"Pasta, whole grain, with cream sauce and seafood, restaurant",,2022-10-28
3647,2344407,survey_fndds_food,"Pasta, whole grain, with cream sauce and seafood, home recipe",,2022-10-28
3648,2344408,survey_fndds_food,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",,2022-10-28
3649,2344409,survey_fndds_food,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant",,2022-10-28
3650,2344410,survey_fndds_food,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe",,2022-10-28
3651,2344411,survey_fndds_food,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",,2022-10-28
