,fdc_id,data_type,description,food_category_id,publication_date
2879,2343639,survey_fndds_food,"Crackers, crispbread",,2022-10-28
2880,2343640,survey_fndds_food,"Crackers, flatbread",,2022-10-28
2881,2343641,survey_fndds_food,"Crackers, matzo",,2022-10-28
2882,2343642,survey_fndds_food,"Crackers, milk",,2022-10-28
2883,2343643,survey_fndds_food,"Crackers, oyster",,2022-10-28
2884,2343644,survey_fndds_food,"Chips, rice",,2022-10-28
2885,2343645,survey_fndds_food,Rice cake,,2022-10-28
2886,2343646,survey_fndds_food,"Crackers, rice",,2022-10-28
2887,2343647,survey_fndds_food,"Crackers, rice and nuts",,2022-10-28
2889,2343649,survey_fndds_food,Rice paper,,2022-10-28
2890,2343650,survey_fndds_food,"Crackers, saltine",,2022-10-28
2891,2343651,survey_fndds_food,"Crackers, saltine, reduced fat",,2022-10-28
2892,2343652,survey_fndds_food,"Crackers, saltine, multigrain",,2022-10-28
2893,2343653,survey_fndds_food,"Crackers, multigrain",,2022-10-28
2894,2343654,survey_fndds_food,"Crackers, sandwich",,2022-10-28
2895,2343655,survey_fndds_food,"Crackers, sandwich, peanut butter filled",,2022-10-28
2896,2343656,survey_fndds_food,"Crackers, sandwich, peanut butter filled (Ritz)",,2022-10-28
2897,2343657,survey_fndds_food,"Crackers, sandwich, reduced fat, peanut butter filled",,2022-10-28
2898,2343658,survey_fndds_food,"Crackers, whole grain, sandwich, peanut butter filled",,2022-10-28
2899,2343659,survey_fndds_food,"Crackers, sandwich, cheese filled",,2022-10-28
2900,2343660,survey_fndds_food,"Crackers, sandwich, cheese filled (Ritz)",,2022-10-28
2901,2343661,survey_fndds_food,"Crackers, water",,2022-10-28
2902,2343662,survey_fndds_food,"Crackers, wonton",,2022-10-28
2903,2343663,survey_fndds_food,"Crackers, woven wheat",,2022-10-28
2904,2343664,survey_fndds_food,"Crackers, woven wheat, plain (Triscuit)",,2022-10-28
2906,2343666,survey_fndds_food,"Crackers, woven wheat, reduced fat",,2022-10-28
2907,2343667,survey_fndds_food,"Crackers, wheat",,2022-10-28
2908,2343668,survey_fndds_food,"Crackers, wheat, plain (Wheat Thins)",,2022-10-28
2910,2343670,survey_fndds_food,"Crackers, wheat, reduced fat",,2022-10-28
2911,2343671,survey_fndds_food,"Crackers, gluten free, plain",,2022-10-28
2936,2343696,survey_fndds_food,Snack mix,,2022-10-28
2937,2343697,survey_fndds_food,"Potato chips, restructured, multigrain",,2022-10-28
2938,2343698,survey_fndds_food,Pita chips,,2022-10-28
2969,2343729,survey_fndds_food,Shrimp chips,,2022-10-28
2970,2343730,survey_fndds_food,"Pretzels, NFS",,2022-10-28
2971,2343731,survey_fndds_food,"Pretzels, hard, NFS",,2022-10-28
2972,2343732,survey_fndds_food,"Pretzels, hard, plain, salted",,2022-10-28
2973,2343733,survey_fndds_food,"Pretzels, hard, plain, lightly salted",,2022-10-28
2974,2343734,survey_fndds_food,"Pretzels, hard, plain, unsalted",,2022-10-28
2976,2343736,survey_fndds_food,"Pretzels, hard, multigrain",,2022-10-28
2977,2343737,survey_fndds_food,"Pretzels, hard, plain, gluten free",,2022-10-28
2979,2343739,survey_fndds_food,"Pretzel chips, hard, plain",,2022-10-28
2981,2343741,survey_fndds_food,"Pretzel chips, hard, gluten free",,2022-10-28
2982,2343742,survey_fndds_food,"Pretzels, hard, coated, NFS",,2022-10-28
2983,2343743,survey_fndds_food,"Pretzels, hard, chocolate coated",,2022-10-28
2984,2343744,survey_fndds_food,"Pretzels, hard, white chocolate coated",,2022-10-28
2985,2343745,survey_fndds_food,"Pretzels, hard, yogurt coated",,2022-10-28
2986,2343746,survey_fndds_food,"Pretzels, hard, coated, gluten free",,2022-10-28
2987,2343747,survey_fndds_food,"Pretzels, hard, filled, NFS",,2022-10-28
2988,2343748,survey_fndds_food,"Pretzels, hard, cheese filled",,2022-10-28
2989,2343749,survey_fndds_food,"Pretzels, hard, peanut butter filled",,2022-10-28
2990,2343750,survey_fndds_food,"Pretzels, soft, NFS",,2022-10-28
2991,2343751,survey_fndds_food,"Pretzels, soft, ready-to-eat, NFS",,2022-10-28
2992,2343752,survey_fndds_food,"Pretzels, soft, ready-to-eat, salted, buttered",,2022-10-28
2993,2343753,survey_fndds_food,"Pretzels, soft, ready-to-eat, unsalted, buttered",,2022-10-28
2994,2343754,survey_fndds_food,"Pretzels, soft, ready-to-eat, salted, no butter",,2022-10-28
2995,2343755,survey_fndds_food,"Pretzels, soft, ready-to-eat, unsalted, no butter",,2022-10-28
2996,2343756,survey_fndds_food,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",,2022-10-28
2998,2343758,survey_fndds_food,"Pretzels, soft, ready-to-eat, topped with meat",,2022-10-28
2999,2343759,survey_fndds_food,"Pretzels, soft, ready-to-eat, topped with cheese",,2022-10-28
3000,2343760,survey_fndds_food,"Pretzels, soft, from frozen, NFS",,2022-10-28
3001,2343761,survey_fndds_food,"Pretzels, soft, from frozen, salted",,2022-10-28
3002,2343762,survey_fndds_food,"Pretzels, soft, from frozen, unsalted",,2022-10-28
3003,2343763,survey_fndds_food,"Pretzels, soft, from frozen, cinnamon sugar coated",,2022-10-28
3005,2343765,survey_fndds_food,"Pretzels, soft, from frozen, topped with meat",,2022-10-28
3006,2343766,survey_fndds_food,"Pretzels, soft, from frozen, topped with cheese",,2022-10-28
3007,2343767,survey_fndds_food,"Pretzels, soft, filled with cheese",,2022-10-28
3008,2343768,survey_fndds_food,"Pretzels, soft, from school lunch",,2022-10-28
3009,2343769,survey_fndds_food,"Pretzels, soft, multigrain",,2022-10-28
3010,2343770,survey_fndds_food,"Pretzels, soft, gluten free",,2022-10-28
3011,2343771,survey_fndds_food,"Pretzels, soft, gluten free, cinnamon sugar coated",,2022-10-28
3013,2343773,survey_fndds_food,Multigrain chips (Sun Chips),,2022-10-28
3014,2343774,survey_fndds_food,"Snack mix, plain (Chex Mix)",,2022-10-28
3015,2343775,survey_fndds_food,Bagel chips,,2022-10-28
3016,2343776,survey_fndds_food,Cracker chips,,2022-10-28
3017,2343777,survey_fndds_food,"Pancakes, NFS",,2022-10-28
3018,2343778,survey_fndds_food,"Pancakes, plain, frozen",,2022-10-28
3019,2343779,survey_fndds_food,"Pancakes, fruit, frozen",,2022-10-28
3020,2343780,survey_fndds_food,"Pancakes, chocolate, frozen",,2022-10-28
3021,2343781,survey_fndds_food,"Pancakes, whole grain, frozen",,2022-10-28
3022,2343782,survey_fndds_food,"Pancakes, plain, fast food / restaurant",,2022-10-28
3023,2343783,survey_fndds_food,"Pancakes, fruit, fast food / restaurant",,2022-10-28
3024,2343784,survey_fndds_food,"Pancakes, chocolate, fast food / restaurant",,2022-10-28
3025,2343785,survey_fndds_food,"Pancakes, whole grain, fast food / restaurant",,2022-10-28
3026,2343786,survey_fndds_food,"Pancakes, school",,2022-10-28
3027,2343787,survey_fndds_food,"Pancakes, plain",,2022-10-28
3028,2343788,survey_fndds_food,"Pancakes, plain, reduced fat",,2022-10-28
3029,2343789,survey_fndds_food,"Pancakes, fruit",,2022-10-28
3030,2343790,survey_fndds_food,"Pancakes, pumpkin",,2022-10-28
3031,2343791,survey_fndds_food,"Pancakes, chocolate",,2022-10-28
3032,2343792,survey_fndds_food,"Pancakes, whole grain",,2022-10-28
3033,2343793,survey_fndds_food,"Pancakes, whole grain, reduced fat",,2022-10-28
3034,2343794,survey_fndds_food,"Pancakes, gluten free",,2022-10-28
3035,2343795,survey_fndds_food,"Waffle, NFS",,2022-10-28
3036,2343796,survey_fndds_food,"Waffle, plain, frozen",,2022-10-28
3037,2343797,survey_fndds_food,"Waffle, plain, reduced fat",,2022-10-28
3038,2343798,survey_fndds_food,"Waffle, fruit, frozen",,2022-10-28
3039,2343799,survey_fndds_food,"Waffle, chocolate, frozen",,2022-10-28
3040,2343800,survey_fndds_food,"Waffle, whole grain, frozen",,2022-10-28
3041,2343801,survey_fndds_food,"Waffle, whole grain, reduced fat",,2022-10-28
3042,2343802,survey_fndds_food,"Waffle, whole grain, fruit, frozen",,2022-10-28
3043,2343803,survey_fndds_food,"Waffle, plain, fast food / restaurant",,2022-10-28
3044,2343804,survey_fndds_food,"Waffle, chocolate, fast food / restaurant",,2022-10-28
3045,2343805,survey_fndds_food,"Waffle, fruit, fast food / restaurant",,2022-10-28
3046,2343806,survey_fndds_food,"Waffle, whole grain, fast food / restaurant",,2022-10-28
3047,2343807,survey_fndds_food,"Waffle, school",,2022-10-28
3048,2343808,survey_fndds_food,"Waffle, plain",,2022-10-28
3049,2343809,survey_fndds_food,"Waffle, fruit",,2022-10-28
3050,2343810,survey_fndds_food,"Waffle, chocolate",,2022-10-28
3051,2343811,survey_fndds_food,"Waffle, cinnamon",,2022-10-28
3052,2343812,survey_fndds_food,"Waffle, whole grain",,2022-10-28
3053,2343813,survey_fndds_food,"Waffle, gluten free",,2022-10-28
3054,2343814,survey_fndds_food,"French toast, NFS",,2022-10-28
3055,2343815,survey_fndds_food,"French toast, frozen",,2022-10-28
3056,2343816,survey_fndds_food,"French toast, fast food / restaurant",,2022-10-28
3057,2343817,survey_fndds_food,"French toast, school",,2022-10-28
3058,2343818,survey_fndds_food,"French toast, plain",,2022-10-28
3059,2343819,survey_fndds_food,"French toast, whole grain",,2022-10-28
3060,2343820,survey_fndds_food,"French toast, gluten free",,2022-10-28
3061,2343821,survey_fndds_food,French toast sticks,,2022-10-28
3062,2343822,survey_fndds_food,"French toast sticks, fast food / restaurant",,2022-10-28
3063,2343823,survey_fndds_food,"French toast sticks, school",,2022-10-28
3064,2343824,survey_fndds_food,"Crepe, NFS",,2022-10-28
3065,2343825,survey_fndds_food,"Crepe, plain",,2022-10-28
3066,2343826,survey_fndds_food,Chinese pancake,,2022-10-28
3067,2343827,survey_fndds_food,"Dumpling, no meat",,2022-10-28
3068,2343828,survey_fndds_food,Cake made with glutinous rice,,2022-10-28
3069,2343829,survey_fndds_food,Idli,,2022-10-28
3070,2343830,survey_fndds_food,"Dosa, plain",,2022-10-28
3071,2343831,survey_fndds_food,Cake made with glutinous rice and dried beans,,2022-10-28
3072,2343832,survey_fndds_food,Funnel cake with sugar,,2022-10-28
3073,2343833,survey_fndds_food,Funnel cake with sugar and fruit,,2022-10-28
3074,2343834,survey_fndds_food,"Pasta, vegetable, cooked",,2022-10-28
3075,2343835,survey_fndds_food,"Noodles, cooked",,2022-10-28
3076,2343836,survey_fndds_food,"Noodles, whole grain, cooked",,2022-10-28
3077,2343837,survey_fndds_food,"Noodles, vegetable, cooked",,2022-10-28
3078,2343838,survey_fndds_food,"Noodles, chow mein",,2022-10-28
3079,2343839,survey_fndds_food,"Long rice noodles, made from mung beans, cooked",,2022-10-28
3080,2343840,survey_fndds_food,"Rice noodles, cooked",,2022-10-28
3081,2343841,survey_fndds_food,"Pasta, cooked",,2022-10-28
3082,2343842,survey_fndds_food,"Pasta, whole grain, cooked",,2022-10-28
3083,2343843,survey_fndds_food,"Pasta, gluten free",,2022-10-28
3084,2343844,survey_fndds_food,"Cereal, cooked, NFS",,2022-10-28
3085,2343845,survey_fndds_food,Barley,,2022-10-28
3086,2343846,survey_fndds_food,Buckwheat groats,,2022-10-28
3087,2343847,survey_fndds_food,"Grits, NFS",,2022-10-28
3091,2343851,survey_fndds_food,"Grits, with cheese, NS as to fat",,2022-10-28
3092,2343852,survey_fndds_food,"Grits, with cheese, no added fat",,2022-10-28
3093,2343853,survey_fndds_food,"Grits, with cheese, fat added",,2022-10-28
3094,2343854,survey_fndds_food,"Grits, instant, made with water, no added fat",,2022-10-28
3095,2343855,survey_fndds_food,"Grits, instant, made with water, fat added",,2022-10-28
3096,2343856,survey_fndds_food,"Grits, instant, made with water, NS as to fat",,2022-10-28
3100,2343860,survey_fndds_food,"Masa harina, cooked",,2022-10-28
3101,2343861,survey_fndds_food,Millet,,2022-10-28
3102,2343862,survey_fndds_food,"Oatmeal, fast food, plain",,2022-10-28
3104,2343864,survey_fndds_food,"Oatmeal, NFS",,2022-10-28
3111,2343871,survey_fndds_food,"Oatmeal, instant, plain, made with water, no added fat",,2022-10-28
3112,2343872,survey_fndds_food,"Oatmeal, instant, plain, made with water, fat added",,2022-10-28
3113,2343873,survey_fndds_food,"Oatmeal, instant, plain, made with milk, no added fat",,2022-10-28
3114,2343874,survey_fndds_food,"Oatmeal, instant, plain, made with milk, fat added",,2022-10-28
3115,2343875,survey_fndds_food,"Oatmeal, instant, plain, made with non-dairy milk, no added fat",,2022-10-28
3116,2343876,survey_fndds_food,"Oatmeal, instant, plain, made with non-dairy milk, fat added",,2022-10-28
3121,2343881,survey_fndds_food,"Oatmeal, reduced sugar",,2022-10-28
3122,2343882,survey_fndds_food,"Oatmeal, multigrain",,2022-10-28
3123,2343883,survey_fndds_food,"Quinoa, NS as to fat",,2022-10-28
3124,2343884,survey_fndds_food,"Quinoa, no added fat",,2022-10-28
3125,2343885,survey_fndds_food,"Quinoa, fat added",,2022-10-28
3126,2343886,survey_fndds_food,"Rice, cooked, NFS",,2022-10-28
3127,2343887,survey_fndds_food,"Rice, white, cooked, NS as to fat",,2022-10-28
3128,2343888,survey_fndds_food,"Rice, white, cooked, made with oil",,2022-10-28
3129,2343889,survey_fndds_food,"Rice, white, cooked, made with butter",,2022-10-28
3130,2343890,survey_fndds_food,"Rice, white, cooked, made with margarine",,2022-10-28
3131,2343891,survey_fndds_food,"Rice, white, cooked, fat added, NS as to fat type",,2022-10-28
3132,2343892,survey_fndds_food,"Rice, white, cooked, no added fat",,2022-10-28
3133,2343893,survey_fndds_food,"Rice, brown, cooked, NS as to fat",,2022-10-28
3134,2343894,survey_fndds_food,"Rice, brown, cooked, fat added, made with oil",,2022-10-28
3135,2343895,survey_fndds_food,"Rice, brown, cooked, made with butter",,2022-10-28
3136,2343896,survey_fndds_food,"Rice, brown, cooked, made with margarine",,2022-10-28
3137,2343897,survey_fndds_food,"Rice, brown, cooked, fat added, NS as to fat type",,2022-10-28
3138,2343898,survey_fndds_food,"Rice, brown, cooked, no added fat",,2022-10-28
3139,2343899,survey_fndds_food,Cream of rice,,2022-10-28
3140,2343900,survey_fndds_food,"Rice, cooked, with milk",,2022-10-28
3141,2343901,survey_fndds_food,"Rice, sweet, cooked with honey",,2022-10-28
3142,2343902,survey_fndds_food,Congee,,2022-10-28
3143,2343903,survey_fndds_food,"Yellow rice, cooked, NS as to fat",,2022-10-28
3144,2343904,survey_fndds_food,"Yellow rice, cooked, no added fat",,2022-10-28
3145,2343905,survey_fndds_food,"Yellow rice, cooked, fat added",,2022-10-28
3146,2343906,survey_fndds_food,"Rice, white, cooked, glutinous",,2022-10-28
3147,2343907,survey_fndds_food,"Rice, wild, 100%, cooked, NS as to fat",,2022-10-28
3148,2343908,survey_fndds_food,"Rice, wild, 100%, cooked, no added fat",,2022-10-28
3149,2343909,survey_fndds_food,"Rice, wild, 100%, cooked, fat added",,2022-10-28
3150,2343910,survey_fndds_food,"Rice, white and wild, cooked, no added fat",,2022-10-28
3151,2343911,survey_fndds_food,"Rice, brown and wild, cooked, no added fat",,2022-10-28
3152,2343912,survey_fndds_food,"Rice, white and wild, cooked, fat added",,2022-10-28
3153,2343913,survey_fndds_food,"Rice, white and wild, cooked, NS as to fat",,2022-10-28
3154,2343914,survey_fndds_food,"Rice, brown and wild, cooked, fat added",,2022-10-28
3155,2343915,survey_fndds_food,"Rice, brown and wild, cooked, NS as to fat",,2022-10-28
3156,2343916,survey_fndds_food,"Rice, white, cooked with fat, Puerto Rican style",,2022-10-28
3157,2343917,survey_fndds_food,"Cream of wheat, NFS",,2022-10-28
3160,2343920,survey_fndds_food,"Cream of wheat, instant, made with water, no added fat",,2022-10-28
3161,2343921,survey_fndds_food,"Cream of wheat, instant, made with water, fat added",,2022-10-28
3162,2343922,survey_fndds_food,"Bulgur, no added fat",,2022-10-28
3163,2343923,survey_fndds_food,"Bulgur, fat added",,2022-10-28
3164,2343924,survey_fndds_food,"Bulgur, NS as to fat",,2022-10-28
3165,2343925,survey_fndds_food,"Couscous, plain, cooked",,2022-10-28
3166,2343926,survey_fndds_food,"Whole wheat cereal, cooked",,2022-10-28
3168,2343928,survey_fndds_food,"Oat bran cereal, cooked",,2022-10-28
3169,2343929,survey_fndds_food,"Cereal, ready-to-eat, NFS",,2022-10-28
3171,2343931,survey_fndds_food,"Cereal, crunch",,2022-10-28
3172,2343932,survey_fndds_food,"Cereal, O's, plain",,2022-10-28
3173,2343933,survey_fndds_food,"Cereal, chocolate puffs",,2022-10-28
3174,2343934,survey_fndds_food,"Cereal, cinnamon toast",,2022-10-28
3175,2343935,survey_fndds_food,"Cereal, chocolate crispy",,2022-10-28
3179,2343939,survey_fndds_food,"Cereal, rice crispy, plain",,2022-10-28
3180,2343940,survey_fndds_food,"Cereal, bran flakes, plain",,2022-10-28
3183,2343943,survey_fndds_food,"Cereal, fruit rings",,2022-10-28
3184,2343944,survey_fndds_food,"Cereal, fruit crispy",,2022-10-28
3185,2343945,survey_fndds_food,"Cereal, granola",,2022-10-28
3186,2343946,survey_fndds_food,"Cereal, oat bunches",,2022-10-28
3188,2343948,survey_fndds_food,"Cereal, O's, honey nut",,2022-10-28
3189,2343949,survey_fndds_food,"Cereal, multigrain",,2022-10-28
3190,2343950,survey_fndds_food,"Cereal, oat squares",,2022-10-28
3191,2343951,survey_fndds_food,"Cereal, frosted oats with marshmallows",,2022-10-28
3192,2343952,survey_fndds_food,"Cereal, O's, multigrain",,2022-10-28
3194,2343954,survey_fndds_food,"Cereal, rice squares",,2022-10-28
3195,2343955,survey_fndds_food,"Cereal, K's, plain",,2022-10-28
3199,2343959,survey_fndds_food,"Cereal, O's, NFS",,2022-10-28
3200,2343960,survey_fndds_food,"Cereal, wheat squares",,2022-10-28
3201,2343961,survey_fndds_food,Wheat germ,,2022-10-28
3202,2343962,survey_fndds_food,"Cereal, plain puffs",,2022-10-28
3203,2343963,survey_fndds_food,"Cereal, shredded wheat, plain",,2022-10-28
3204,2343964,survey_fndds_food,"Cereal, wheat flakes",,2022-10-28
3205,2343965,survey_fndds_food,"Cereal, other, NFS",,2022-10-28
3206,2343966,survey_fndds_food,"Cereal, other, plain",,2022-10-28
3208,2343968,survey_fndds_food,"Cereal, other, chocolate",,2022-10-28
3209,2343969,survey_fndds_food,"Cereal, other, peanut butter",,2022-10-28
3210,2343970,survey_fndds_food,"Cereal, other, honey",,2022-10-28
3211,2343971,survey_fndds_food,"Cereal, reduced sugar",,2022-10-28
3212,2343972,survey_fndds_food,Wheat bran,,2022-10-28
3213,2343973,survey_fndds_food,"Oats, raw",,2022-10-28
3214,2343974,survey_fndds_food,"Cereal, oat bran, ready-to-eat",,2022-10-28
3229,2343989,survey_fndds_food,Chilaquiles,,2022-10-28
3230,2343990,survey_fndds_food,Frito pie,,2022-10-28
3231,2343991,survey_fndds_food,Mexican pizza,,2022-10-28
3238,2343998,survey_fndds_food,"Taco, NFS",,2022-10-28
3253,2344013,survey_fndds_food,"Taco, fish",,2022-10-28
3254,2344014,survey_fndds_food,"Taco, meat, no cheese",,2022-10-28
3255,2344015,survey_fndds_food,"Taco, meat, with beans, no cheese",,2022-10-28
3256,2344016,survey_fndds_food,"Taco, with beans, no cheese",,2022-10-28
3257,2344017,survey_fndds_food,"Taco, cheese only",,2022-10-28
3258,2344018,survey_fndds_food,"Burrito, NFS",,2022-10-28
3259,2344019,survey_fndds_food,"Burrito, beef, cheese",,2022-10-28
3260,2344020,survey_fndds_food,"Burrito, beef, with rice, cheese",,2022-10-28
3261,2344021,survey_fndds_food,"Burrito, beef, with beans, cheese",,2022-10-28
3262,2344022,survey_fndds_food,"Burrito, beef, with beans and rice, cheese",,2022-10-28
3267,2344027,survey_fndds_food,"Burrito, chicken, cheese",,2022-10-28
3268,2344028,survey_fndds_food,"Burrito, chicken, with rice, cheese",,2022-10-28
3269,2344029,survey_fndds_food,"Burrito, chicken, with beans, cheese",,2022-10-28
3270,2344030,survey_fndds_food,"Burrito, chicken, with beans and rice, cheese",,2022-10-28
3271,2344031,survey_fndds_food,"Burrito, with beans, no cheese",,2022-10-28
3272,2344032,survey_fndds_food,"Burrito, with beans, cheese",,2022-10-28
3273,2344033,survey_fndds_food,"Burrito, with beans and rice, cheese",,2022-10-28
3274,2344034,survey_fndds_food,"Burrito, meat, no cheese",,2022-10-28
3275,2344035,survey_fndds_food,"Burrito, meat, with rice, no cheese",,2022-10-28
3276,2344036,survey_fndds_food,"Burrito, meat, with beans, no cheese",,2022-10-28
3277,2344037,survey_fndds_food,"Burrito, meat, with beans and rice, no cheese",,2022-10-28
3278,2344038,survey_fndds_food,"Burrito, cheese only",,2022-10-28
3279,2344039,survey_fndds_food,"Burrito bowl, NFS",,2022-10-28
3284,2344044,survey_fndds_food,"Burrito bowl, chicken",,2022-10-28
3285,2344045,survey_fndds_food,"Burrito bowl, chicken, with rice",,2022-10-28
3286,2344046,survey_fndds_food,"Burrito bowl, chicken, with beans",,2022-10-28
3287,2344047,survey_fndds_food,"Burrito bowl, chicken, with beans and rice",,2022-10-28
3288,2344048,survey_fndds_food,"Burrito bowl, with beans",,2022-10-28
3289,2344049,survey_fndds_food,"Enchilada, NFS",,2022-10-28
3290,2344050,survey_fndds_food,"Enchilada, beef",,2022-10-28
3292,2344052,survey_fndds_food,"Enchilada, chicken",,2022-10-28
3293,2344053,survey_fndds_food,"Enchilada, no meat",,2022-10-28
3294,2344054,survey_fndds_food,"Tamale, NFS",,2022-10-28
3295,2344055,survey_fndds_food,"Tamale, beef",,2022-10-28
3297,2344057,survey_fndds_food,"Tamale, chicken",,2022-10-28
3298,2344058,survey_fndds_food,"Tamale, no meat",,2022-10-28
3299,2344059,survey_fndds_food,Tamale casserole with meat,,2022-10-28
3300,2344060,survey_fndds_food,"Nachos, NFS",,2022-10-28
3301,2344061,survey_fndds_food,"Nachos, cheese only",,2022-10-28
3304,2344064,survey_fndds_food,"Nachos, chicken",,2022-10-28
3305,2344065,survey_fndds_food,"Nachos, chicken, with beans",,2022-10-28
3306,2344066,survey_fndds_food,"Nachos, with beans",,2022-10-28
3311,2344071,survey_fndds_food,"Chimichanga, meat",,2022-10-28
3312,2344072,survey_fndds_food,"Chimichanga, with beans",,2022-10-28
3313,2344073,survey_fndds_food,"Chimichanga, chicken",,2022-10-28
3314,2344074,survey_fndds_food,"Quesadilla, NFS",,2022-10-28
3315,2344075,survey_fndds_food,"Quesadilla, cheese only",,2022-10-28
3317,2344077,survey_fndds_food,"Quesadilla, chicken",,2022-10-28
3318,2344078,survey_fndds_food,"Quesadilla, with vegetables",,2022-10-28
3320,2344080,survey_fndds_food,"Quesadilla, chicken, with vegetables",,2022-10-28
3321,2344081,survey_fndds_food,"Quesadilla, egg",,2022-10-28
3322,2344082,survey_fndds_food,"Quesadilla, egg, with meat",,2022-10-28
3323,2344083,survey_fndds_food,"Taquito, cheese only",,2022-10-28
3325,2344085,survey_fndds_food,"Taquito, chicken",,2022-10-28
3326,2344086,survey_fndds_food,"Taquito, egg",,2022-10-28
3327,2344087,survey_fndds_food,"Fajita, NFS",,2022-10-28
3328,2344088,survey_fndds_food,"Fajita, chicken",,2022-10-28
3330,2344090,survey_fndds_food,"Fajita, shrimp",,2022-10-28
3331,2344091,survey_fndds_food,"Fajita, vegetable",,2022-10-28
3332,2344092,survey_fndds_food,"Pupusa, cheese only",,2022-10-28
3333,2344093,survey_fndds_food,"Pupusa, with beans",,2022-10-28
3334,2344094,survey_fndds_food,"Pupusa, meat",,2022-10-28
3335,2344095,survey_fndds_food,"Pupusa, meat, with beans",,2022-10-28
3336,2344096,survey_fndds_food,"Pizza, cheese, from frozen, thin crust",,2022-10-28
3337,2344097,survey_fndds_food,"Pizza, cheese, from frozen, thick crust",,2022-10-28
3342,2344102,survey_fndds_food,"Pizza, cheese, stuffed crust",,2022-10-28
3343,2344103,survey_fndds_food,"Pizza, cheese, from school lunch, medium crust",,2022-10-28
3344,2344104,survey_fndds_food,"Pizza, cheese, from school lunch, thin crust",,2022-10-28
3345,2344105,survey_fndds_food,"Pizza, cheese, from school lunch, thick crust",,2022-10-28
3346,2344106,survey_fndds_food,"Pizza, extra cheese, thin crust",,2022-10-28
3347,2344107,survey_fndds_food,"Pizza, extra cheese, thick crust",,2022-10-28
3348,2344108,survey_fndds_food,"Pizza, cheese, with vegetables, from frozen, thin crust",,2022-10-28
3349,2344109,survey_fndds_food,"Pizza, cheese with vegetables, from frozen, thick crust",,2022-10-28
3353,2344113,survey_fndds_food,"Pizza with cheese and extra vegetables, thin crust",,2022-10-28
3354,2344114,survey_fndds_food,"Pizza with cheese and extra vegetables, medium crust",,2022-10-28
3355,2344115,survey_fndds_food,"Pizza with cheese and extra vegetables, thick crust",,2022-10-28
3356,2344116,survey_fndds_food,"Pizza, cheese, with fruit, thin crust",,2022-10-28
3357,2344117,survey_fndds_food,"Pizza, cheese, with fruit, medium crust",,2022-10-28
3358,2344118,survey_fndds_food,"Pizza, cheese, with fruit, thick crust",,2022-10-28
3359,2344119,survey_fndds_food,"Pizza with pepperoni, from frozen, thin crust",,2022-10-28
3360,2344120,survey_fndds_food,"Pizza with pepperoni, from frozen, medium crust",,2022-10-28
3361,2344121,survey_fndds_food,"Pizza with pepperoni, from frozen, thick crust",,2022-10-28
3366,2344126,survey_fndds_food,"Pizza with pepperoni, stuffed crust",,2022-10-28
3367,2344127,survey_fndds_food,"Pizza with pepperoni, from school lunch, thin crust",,2022-10-28
3368,2344128,survey_fndds_food,"Pizza, with pepperoni, from school lunch, medium crust",,2022-10-28
3369,2344129,survey_fndds_food,"Pizza with pepperoni, from school lunch, thick crust",,2022-10-28
3370,2344130,survey_fndds_food,"Pizza with meat other than pepperoni, from frozen, thin crust",,2022-10-28
3371,2344131,survey_fndds_food,"Pizza with meat other than pepperoni, from frozen, medium crust",,2022-10-28
3372,2344132,survey_fndds_food,"Pizza with meat other than pepperoni, from frozen, thick crust",,2022-10-28
3377,2344137,survey_fndds_food,"Pizza, with meat other than pepperoni, stuffed crust",,2022-10-28
3378,2344138,survey_fndds_food,"Pizza, with meat other than pepperoni, from school lunch, medium crust",,2022-10-28
3379,2344139,survey_fndds_food,"Pizza, with meat other than pepperoni, from school lunch, thin crust",,2022-10-28
3380,2344140,survey_fndds_food,"Pizza, with meat other than pepperoni, from school lunch, thick crust",,2022-10-28
3381,2344141,survey_fndds_food,"Pizza with extra meat, thin crust",,2022-10-28
3382,2344142,survey_fndds_food,"Pizza with extra meat, medium crust",,2022-10-28
3383,2344143,survey_fndds_food,"Pizza with extra meat, thick crust",,2022-10-28
3384,2344144,survey_fndds_food,"Pizza with meat and vegetables, from frozen, thin crust",,2022-10-28
3385,2344145,survey_fndds_food,"Pizza with meat and vegetables, from frozen, medium crust",,2022-10-28
3386,2344146,survey_fndds_food,"Pizza with meat and vegetables, from frozen, thick crust",,2022-10-28
3390,2344150,survey_fndds_food,"Pizza with extra meat and extra vegetables, thin crust",,2022-10-28
3391,2344151,survey_fndds_food,"Pizza with extra meat and extra vegetables, thick crust",,2022-10-28
3392,2344152,survey_fndds_food,"Pizza with extra meat and extra vegetables, medium crust",,2022-10-28
3393,2344153,survey_fndds_food,"Pizza with meat and fruit, thin crust",,2022-10-28
3394,2344154,survey_fndds_food,"Pizza with meat and fruit, medium crust",,2022-10-28
3395,2344155,survey_fndds_food,"Pizza with meat and fruit, thick crust",,2022-10-28
3396,2344156,survey_fndds_food,"Pizza with beans and vegetables, thin crust",,2022-10-28
3397,2344157,survey_fndds_food,"Pizza with beans and vegetables, thick crust",,2022-10-28
3398,2344158,survey_fndds_food,"Pizza, no cheese, thin crust",,2022-10-28
3399,2344159,survey_fndds_food,"Pizza, no cheese, thick crust",,2022-10-28
3400,2344160,survey_fndds_food,"White pizza, cheese, thin crust",,2022-10-28
